x y displacement_x displacement_y
825 1025 2.75866 1.05506
825 1035 2.61118 0.716105
825 1045 2.72999 0.816091
825 1055 2.80856 1.01622
825 1065 2.79131 0.893272
825 1075 2.80331 0.923455
825 1085 3.09288 0.904744
825 1095 3.50419 0.794777
825 1105 3.50499 0.79706
825 1115 3.48768 0.873833
825 1125 3.48506 1.02479
825 1135 3.47878 1.19366
825 1145 3.64961 1.37646
825 1155 3.60857 1.55296
825 1165 3.34892 1.79684
825 1175 3.46376 1.83906
825 1185 3.46556 1.7383
825 1195 3.48958 1.72848
825 1205 3.53885 1.76304
825 1215 3.61184 1.89957
825 1225 3.5799 2.24579
825 1235 3.61189 2.50211
825 1245 4.01438 2.69714
825 1255 3.91199 2.85769
825 1265 3.24756 2.44002
825 1275 2.80485 2.04471
825 1285 2.59861 1.933
825 1295 2.5217 2.00226
825 1305 2.55576 2.27525
825 1315 2.57988 2.28896
825 1325 2.41608 2.18016
825 1335 2.13815 2.22249
825 1345 1.82277 2.4186
825 1355 1.64941 2.44528
825 1365 1.84584 2.47108
835 555 -8.89877 -5.82844
835 565 -8.64573 -5.67737
835 575 -8.59223 -5.5685
835 585 -8.56166 -5.434
835 595 -8.33654 -5.26174
835 605 -8.06085 -5.0591
835 615 -7.92365 -4.73504
835 625 -7.90345 -4.57985
835 635 -7.4598 -4.65233
835 645 -7.07223 -4.41228
835 655 -6.74579 -4.06152
835 665 -6.29997 -3.81627
835 675 -5.53337 -3.72762
835 685 -5.02015 -3.59561
835 695 -5.0745 -3.46829
835 705 -4.95021 -3.2621
835 715 -4.35325 -2.89766
835 725 -3.73309 -2.5036
835 735 -3.18212 -2.25064
835 745 -2.81877 -2.02623
835 755 -2.46654 -1.86788
835 765 -1.91055 -1.56785
835 775 -1.36005 -1.14663
835 785 -0.897737 -1.0801
835 795 -0.352408 -0.976421
835 805 0.0851532 -0.816254
835 815 0.244366 -0.819619
835 825 0.772996 -0.554068
835 835 1.42971 -0.792427
835 845 0.791126 -0.841502
835 855 0.656234 -0.610856
835 865 0.775267 -0.549705
835 875 0.926137 -0.46163
835 885 1.30915 -0.291727
835 895 1.77742 -0.244449
835 905 1.36619 -0.251207
835 915 1.34164 -0.253559
835 925 1.22182 -0.295104
835 935 1.52502 -0.16134
835 945 1.68239 -0.0201984
835 955 1.68716 -0.109852
835 965 1.7982 -0.227723
835 975 1.89006 -0.279921
835 985 1.76656 -0.0163746
835 995 1.77137 0.103141
835 1005 2.04534 0.409343
835 1015 2.5296 1.07835
835 1025 2.73519 1.23201
835 1035 2.64947 0.845541
835 1045 2.72087 0.861621
835 1055 2.82663 0.915289
835 1065 2.86848 0.913611
835 1075 2.91435 0.928171
835 1085 3.06155 0.78892
835 1095 3.32196 0.673023
835 1105 3.5845 0.74982
835 1115 3.61142 0.911889
835 1125 3.65634 1.18666
835 1135 3.51271 1.41733
835 1145 3.61096 1.5514
835 1155 3.6463 1.70785
835 1165 3.54904 1.93468
835 1175 4.04697 1.82876
835 1185 3.64609 1.74381
835 1195 3.40202 1.80353
835 1205 3.45604 1.83822
835 1215 3.50163 1.98508
835 1225 3.40527 2.26924
835 1235 3.4866 2.55589
835 1245 3.95373 2.78994
835 1255 3.65873 2.95647
835 1265 3.10357 2.47272
835 1275 2.82607 2.03439
835 1285 2.71644 2.01492
835 1295 2.69302 2.14939
835 1305 2.68037 2.27909
835 1315 2.43137 2.24698
835 1325 2.1785 2.28217
835 1335 2.02542 2.35961
835 1345 1.848 2.44466
835 1355 1.56818 2.54808
835 1365 1.51331 2.92476
845 555 -8.97683 -5.95955
845 565 -8.88704 -5.82648
845 575 -8.62033 -5.66035
845 585 -8.58184 -5.4931
845 595 -8.54704 -5.44802
845 605 -8.26183 -5.22732
845 615 -7.99865 -4.84195
845 625 -7.95233 -4.74609
845 635 -7.65635 -4.68267
845 645 -7.31788 -4.35927
845 655 -6.99786 -4.16335
845 665 -6.57915 -3.92768
845 675 -6.00227 -3.74044
845 685 -5.54303 -3.52005
